Title,Year,Month,Day,Hour
google workshop: forecasting and visualizing big time series data,2015,10,5,6
statistical issues with using herbarium data for the estimation of invasion lag-phases,2015,8,7,4
probabilistic time series forecasting with boosted additive models: an application to smart meter data,2015,6,4,11
visualization of big time series data,2015,5,26,3
a new open source data set for detecting time series outliers,2015,4,1,2
visualization and forecasting of big time series data,2015,2,23,1
statistical modelling and analysis of big data,2015,2,22,23
iasc data analysis competition 2015,2015,2,2,10
visualizing and forecasting big time series data,2015,1,12,15
am i a data scientist?,2014,12,9,0
am i a data scientist?,2014,12,8,0
new australian data on the hmd,2014,11,27,2
varian on big data,2014,6,15,22
low-dimensional decomposition  smoothing and forecasting of sparse functional data,2014,6,5,3
data science market places,2014,5,26,2
forecasting weekly data,2014,3,4,23
forecasting with daily data,2013,9,17,0
forecasting annual totals from monthly data,2013,5,15,6
man vs wild data,2013,2,6,21
man vs wild data,2012,12,21,0
data visualization,2012,3,4,22
ten rules for data analysis,2011,3,14,23
data visualization videos,2010,11,30,4
demographic forecasting using functional data analysis,2010,9,7,11
transforming data with zeros,2010,8,13,4
exploratory graphics for functional data,2010,8,3,8
use fake data and real data,2010,6,11,3
rainbow plots  bagplots and boxplots for functional data,2010,2,28,23
using functional data analysis models to estimate future time trends of age-specific breast cancer mortality for the united states and england-wales,2010,2,5,23
exponential smoothing and non-negative data,2009,11,25,23
managing a bibliographic database,2009,8,2,5
stochastic population forecasts using functional data models for mortality  fertility and migration,2008,7,16,5
bagplots  boxplots and outlier detection for functional data,2008,6,19,3
exponential smoothing and non-negative data,2008,6,15,7
bagplots  boxplots and outlier detection for functional data,2008,5,15,3
robust forecasting of mortality and fertility rates: a functional data approach,2007,7,16,5
stochastic population forecasts using functional data models,2007,2,22,8
forecasting age-specific breast cancer mortality using functional data models,2007,2,16,5
characteristic-based clustering for time series data,2006,5,16,5
the accuracy of television network rating forecasts: the effects of data aggregation and alternative models,2006,1,16,5
"book review of ""data analysis and graphics using r: an example-based approach"" (maindonald and braun  2003)",2005,7,16,0
robust forecasting of mortality and fertility rates: a functional data approach,2005,4,16,1
normative data for the test of visual analysis skills on an australian population,2003,7,16,3
data visualization for time series in environmental epidemiology,2001,8,16,3
"book review of ""chance encounters: a first course in data analysis and inference"" (wild & seber  2000)",1999,7,15,8
making data simple: what does legacy powers legendary mean?,2021,5,27,14
a learning guide to accelerate data analysis with spss statistics,2021,5,20,9
making data simple: how does ai impact sports?,2021,5,19,13
decision-driven data analytics,2021,1,4,19
go to war with the data you have,2020,8,10,14
data storytelling: what's easy and what's hard,2021,6,18,12
7 must-have data visualization skills for data analysts,2021,6,8,12
google data studio dashboard  remixed,2021,5,31,11
data storytelling is a sandwich,2021,5,26,23
keys to data fluency: shared understanding,2021,5,19,19
data storytelling and photo composition,2021,5,17,13
interview with sourceforge: bringing data-driven decisions to a broad audience,2021,5,14,12
14 best data storytelling tools 2021,2021,5,7,0
11 best data storytelling courses 2021,2021,5,3,20
the art of data storytelling,2021,5,1,15
a review of data storytelling solutions,2021,4,28,19
keys to data fluency: new decision-making behaviors,2021,4,25,23
keys to data fluency: matching tools to user needs,2021,4,21,12
data storytelling lessons: be relatable and specific,2021,4,20,12
keys to data fluency: believe in your front-line decision-makers,2021,4,19,12
keys to data fluency: creating the data product ecosystem,2021,4,12,21
data discussion lessons from brad pitt,2021,4,7,17
9 habits of data fluent organizations — and how to learn them,2021,4,7,0
keys to data fluency: less data  more insights,2021,4,1,12
upcoming data science events in israel,2019,3,7,6
alibaba acquires data artisans?,2019,1,10,18
dataiku raised 28m$,2017,9,8,17
data science summit europe 2017,2017,2,13,7
cryptonets: scoring deep learning on encrypted data,2017,1,17,6
the importance of data sharing in organizations,2020,10,26,19
the size of the global master data management market,2019,8,10,16
chart of accounts domain in master data management,2019,2,2,15
machine learning – next big step in master data management,2017,11,21,21
party data model in master data management,2017,5,9,3
"ce soir: paris machine learning meetup #2 season 7: symbolic maths  data generation thru gan  ""prevision retards"" @sncf  retail and ai  rapids.ai leveraging gpus",2019,12,11,12
measuring the memory of time series data,2016,11,30,18
seven reasons budding data scientists need  a machine learning course that’s not hands-on,2020,8,25,12
data science positions for sports analytics,2016,1,2,3
attend the create:data free online event  december 7,2020,11,25,17
modern data architecture—avoiding  the ‘one-tool-fits-all trap,2018,6,20,16
for bi  you must know the data integration process,2017,12,28,16
dataversity 2017,2017,10,26,17
azure sql data warehouse turns up the heat,2017,7,25,21
q&a: on being data-driven,2017,12,7,17
merging data science and business,2017,11,2,16
streamline - tidy data as a service,2021,3,31,0
the four jobs of the data scientist,2020,11,24,0
the data deluge means no reasonable expectation of privacy - now what?,2019,7,23,0
more datasets for teaching data science: the expanded dslabs package,2019,7,19,0
research quality data and research quality databases,2019,5,29,0
i co-founded a company! meet problem forward data science,2019,5,20,0
generative and analytical models for data analysis,2019,4,29,0
give citizen data scientists the tools they need!,2021,6,3,12
a typology of data relationships,2020,11,19,17
the evolution of data science … as i remember it,2020,10,22,4
pii. the great taboo of data analysis,2020,10,16,20
anecdotes and big data,2020,9,27,11
what to look for in data,2020,7,17,21
35 ways data go bad,2020,7,11,12
missing data mechanisms: a primer,2021,5,11,13
adding a .rdata file to dsx in 5 easy steps,2017,9,13,14
advanced data preparation in r,2017,9,2,14
data preparation in r,2017,8,24,13
gradient flow snapshot #59: from cloud → sky computing; automation in dataops; top technology trends,2021,6,18,14
gradient flow snapshot #58: delta live tables; knowledge graphs; data portability,2021,6,11,14
automation in data management and data labeling,2021,6,10,14
gradient flow snapshot #56: airflow + ray; data warehouse → lakehouse; csv file → knowledge graph,2021,5,28,14
gradient flow snapshot #53: data validation for machine learning; modernizing data governance,2021,5,7,14
gradient flow snapshot #52: data integration; language benchmarks; online resource allocation with ray,2021,4,30,14
injecting software engineering practices and rigor into data governance,2021,4,29,14
gradient flow snapshot #51: what is dataops; 2021 technology radar,2021,4,23,14
building a data store for unstructured data and deep learning applications,2021,4,22,14
gradient flow snapshot #50: data engineering jobs in the u.s; algorithms that make instacart roll,2021,4,16,14
gradient flow snapshot #49: data cascades; exploiting ml models; prisma migrate,2021,4,9,16
data quality is key to great ai products and services,2021,4,8,13
free report: 2021 trends in data and ai,2021,4,6,14
